Gene	Bcells	CD4_Tcells	CD8_Tcells	Endothelial	CAFs	Macrophages
ATRAID	213.04	236.58	206.83	300.16	328.11	317.71
C12orf57	107.22	295.7	273.71	252.5	538.39	132.4
GIMAP4	0.27144	479.52	614.69	270.84	0	233.92
KLRK1	33.023	13.153	1552.7	0	0	0.059755
AIF1	12.922	11.367	26.933	0	0	1543
PRDX5	250.72	240.33	231.42	205.32	346.42	316.99
HNRNPF	255.91	335.03	405.22	207.73	201.93	184.05
CD79B	1419	68.672	71.584	16.102	0	13.332
ITM2A	32.449	432.97	829.27	269.82	20.926	1.7421
CXCL2	1.8542	0.1049	0.089625	543.89	0	1040.6
DAD1	143.05	266.25	227.49	187.05	557.01	204.31
SKP1	277.41	283.94	288.31	278.16	317.13	139.96
COX6B1	232.33	261.36	194.05	228.07	291.95	374.36
HCLS1	321.19	378.09	443.06	53.693	6.206	379.47
CD79A	1543.2	14.783	17.96	0	2.6149	0.026585
PPP1CA	266.67	395.58	407.18	185.85	64.358	250.34
EGR1	13.854	42.273	46.786	310.83	697.08	457.77
KLF6	135.87	466.98	322.55	131.63	253.38	256.3
ID2	4.6174	293.42	692.15	119.23	126.05	330.38
EGFL7	0	1.4506	1.0377	1496	34.235	28.496
COPE	304.47	291.76	276.57	201.84	181.42	299.24
C17orf62	320.31	389.31	354.88	98.353	156.95	227.19
ARL6IP5	245.07	430.37	358.32	65.576	216.09	228.24
PKM	211.03	254.98	263.18	144.63	271.29	393.83
ATPIF1	271.28	299.24	269.24	274.75	240.44	172.82
TAP1	145.59	463.15	575.55	96.275	79.168	167.67
SHFM1	138.32	163.46	244.34	252.12	381.99	335.25
CNN2	345.89	394.51	357.6	34.33	262.83	119.67
FCGR3A	0.40256	6.8593	51.154	0.87456	0	1452.5
NDUFS5	132.31	320.12	247.38	438.17	187.76	184.44
RAMP3	0	0	0.05849	1507.4	0	0
PCOLCE	4.1416	0.13164	2.9407	0	1492.7	0.11183
C1R	0.42739	1.2145	10.377	73.297	1397.3	12.514
LY6E	96.467	320.25	242.08	191.77	336.55	304.35
GPR183	341.34	564.61	103.87	3.5682	1.7187	475.68
CSTB	77.553	136.91	117.82	254.48	229.54	671.77
SERPINH1	14.569	9.5131	24.439	434.34	974.98	24.393
ATP6V1F	156.25	185.06	146.45	269.56	255.41	469.21
UBA52	315.16	303.05	195.48	170.51	236.91	260.74
PSMB6	287.54	258.01	187.12	192.26	243.47	313.15
PAIP2	346.98	256.91	280.68	266.52	149.75	180.37
KRTCAP2	165.84	262.86	208.82	304.54	371.99	162.5
CTSC	70.774	214.39	261.86	138.92	92.678	684.08
ISG20	376.11	460.08	347.1	79.558	107.68	92.071
ORC4	340.58	378.98	382.93	116.37	124.36	119.31
PRF1	0.22435	171.78	1280.3	9.5937	0	0.37999
CAP1	278.35	321.52	311.48	147.54	71.419	329.42
MTRNR2L3	286.77	197.1	226.79	347.05	223.78	175.09
EIF4H	186.96	219.57	260.39	339.74	261.95	187.95
EIF4B	437.13	322.91	238.34	126.19	200.29	126.42
BRK1	248.84	224.33	244.46	218.35	334.73	179.14
APOC1	0	6.4322	6.4681	0	2.2875	1433.7
NCL	236.54	295.32	361.73	133.82	240.2	178.94
COX5A	184.58	248.49	247.03	362.83	140.94	262.02
GNAS	146.91	168.98	268.82	398.98	327.61	134.53
HIST1H4C	430.39	316.45	219.64	218.32	132.71	128.09
ILF2	146.46	123.8	207.8	309.69	559.44	97.428
SRP9	224.81	295.1	338.98	291.16	136.63	154.97
ALOX5AP	336.87	331.72	424.13	0	0	346.36
RPL37	278.42	308.36	166.09	236.55	273.49	171.51
TMEM176B	0.23693	2.7886	1.113	21.587	536.94	869.57
MS4A1	1384.9	11.179	31.012	0	0.1525	0.0017074
APOBEC3C	290.17	354.89	561.31	1.7464	132.24	86.646
HCST	59.986	481.18	566.21	0	0	316.69
PDCD6	285.45	204.72	227.32	327.58	255.89	119.34
CTHRC1	0	7.4551	17.022	333.11	1052.6	6.4615
HNRNPM	225.31	222.56	254.14	475.61	115.2	120.93
YWHAB	181.77	345.51	267.25	225.59	176.04	215.54
APOE	19.407	38.767	32.732	0.19818	0	1320.5
IER3	7.1567	5.2867	12.096	398.12	139.02	849.16
CIB1	235.86	361.52	297.25	94.326	200.91	219.82
CLTA	108.29	181.48	172.55	350.61	301.89	293.58
RAP1B	168.42	259.32	377.98	221.73	191	185.76
GIMAP7	0.1637	548.86	462.87	270.73	0	120.74
SEPW1	102.69	180.6	162.22	464.31	321.71	169.06
MDH2	259.5	146.08	237.81	295.5	333.82	123.22
SF3B1	298.75	305.99	349.55	217.47	99.743	121.97
CASP4	307.38	282.8	227.59	220.61	91.834	263.05
DDOST	224.43	231.54	242.62	216.99	223.27	253.88
PTGES3	185.7	310.95	358.22	196.47	159.71	181.13
RARRES2	0	0.12861	0.1579	0	1386.9	1.2818
GBP2	38.315	411.11	485.12	210.78	42.695	198.68
SLC2A3	151.65	413.71	203.28	139.03	76.879	401.63
SQSTM1	115.39	145.2	180.25	440.72	291.9	211.44
EIF3C	215.98	193.36	224.12	187.69	339.22	222.46
MVP	107.33	229.38	218.63	443.33	184.26	199.3
CIRBP	323.09	274.06	222.3	175.2	238.9	145.98
ATP5C1	227.95	220.93	280.19	192.6	200.03	255.17
TPP1	276.28	170.95	171.85	66.817	96.575	589.98
ICAM1	47.157	30.548	44.424	722.65	51.641	473.77
H3F3A	461.21	204.32	129.65	213.56	83.754	277.32
SET	282.12	231.71	240.43	315	132.72	164.27
PDIA6	170.74	177.58	209.04	338.45	257.63	212.12
UBL5	130.61	284.62	215.62	235.4	231.83	266.55
DBI	137.35	208.3	220.74	194.71	192.21	407.98
PLTP	11.377	4.4449	4.4864	0	344.39	994.01
CCT7	273.95	231.34	265.9	234.03	231.74	120.73
HIGD2A	184.51	335.66	239.01	221.51	156.05	216.76
HSPA5	210.6	204.59	234.41	244.11	278.48	176.1
YWHAQ	177.03	208.43	361	312.38	189.29	99.744
VAMP8	125.44	294.55	235.1	53.625	4.9927	633.74
ERGIC3	119.53	222.33	142.83	315.73	346.9	196.17
CD27	226.4	410.93	703.93	0	0.60125	0.79562
CHMP2A	125.86	201.04	192.93	336.35	252.07	229.36
ARPC5	177.62	233.99	284.26	137.79	82.841	418.45
SRSF3	235.52	307.54	317.15	185.35	143.35	142.58
CNN3	8.7588	3.5362	7.5697	527.83	777.18	6.1896
LITAF	126.13	142.84	485.18	43.272	52.65	480.81
CTSS	279.29	80.364	99.489	53.056	22.088	794.93
CSDE1	239.1	253.32	269.1	189.01	219.72	154.96
NOP10	157.3	220.93	138.47	278.32	227	299.88
IFI16	165.2	207.32	341.24	222.42	244.71	137.22
AP2M1	90.582	162.01	208.06	204.53	476.62	174.49
NINJ1	29.777	90.262	68.22	141.44	28.092	956.07
IGLL3P	1308.9	2.2897	0.77504	0	0	1.7864
STOM	12.445	149	318.76	561.08	89.782	177.97
ID3	251.47	23.088	106.89	904.11	4.13	18.432
ECH1	215.48	259.18	288.68	164.59	232.26	144.75
RBMX	202.69	310.71	324.68	169.77	170.33	125.06
PSMD4	205.87	159.27	198.07	154.54	423.07	161.74
SLA	112.56	412.52	587.87	0	0.066249	188.6
CD44	220.28	384.66	286.32	3.9774	111.09	294.72
CCT3	138.06	190.38	180.06	356.76	304.73	130.64
FBLN2	0	0.18236	0.68578	477.26	818.52	1.0288
TMEM230	257.37	236.16	221.83	193.03	236.24	152.25
EIF3I	192.81	227.31	209.97	361.17	137.22	164.5
NPDC1	0.012419	48.517	20.818	1130.9	90.399	0.68573
EMP3	131.67	346.72	160.09	47.898	303	300.83
PEBP1	248.71	217.29	230.34	114.02	339	137.97
CLU	0.10048	13.911	7.8102	213.69	1044.1	7.0868
CTSK	1.0188	32.372	26.446	0	1206.7	19.405
EWSR1	211.23	220.09	295.73	192.91	255.43	109.6
COX7B	146.53	157.9	164.88	138.75	291.73	384.94
RBM39	282.88	219.55	267.67	289.92	127.21	95.522
MAGED2	127.94	71.747	163.26	339.89	488.77	90.599
LGMN	17.73	30.447	17.955	77.993	129.95	1006.2
CD9	50.401	0.23588	28.872	512.41	350.06	334.25
PLAUR	0.67641	16.62	1.6119	16.912	93.219	1144
ERP29	413.31	248.68	201.63	101.89	113.07	193.3
PSMA1	204.72	206.71	325.33	187.51	120.12	226.17
C6orf48	327.17	267.24	196.47	165.42	172.84	139.35
PRKCDBP	0	0.091938	2.2904	487.5	767.88	8.982
FABP5	44.134	68.888	359.94	200.11	30.694	560.84
VKORC1	28.393	102.33	104.82	156.11	674	197.58
BCAP31	188.84	222.83	202.53	269.9	123.43	255.09
SELM	55.804	72.483	59.503	294.17	757.55	22.687
HLA-H	190.17	249.7	306.78	108.73	137.32	269.11
WISP2	0	0.15721	0.0328	0	1254.5	0.098538
LOC643406	269.98	322.35	343.56	147.93	79.207	91.423
RPN1	131.96	122.56	197.05	238.24	359.6	204.28
CD82	412.5	247.69	285.32	19.861	129.21	157.09
PLVAP	0	2.3149	0.15338	1249.2	0	0
ITGB1	124.84	228.38	131.62	342.47	315.06	105.65
SH3BGRL	307.3	136.71	194.22	187.33	141.07	279.68
TMEM173	0.025644	296.73	108.62	632.18	90.282	117.32
HM13	176.12	203.93	196.42	189.14	250.76	228.68
ANXA6	276.55	327.16	304.67	70.509	212.1	52.324
ATP1B3	41.937	180.73	196.05	367.3	166.53	288.39
GZMB	0.33161	48.41	1185	4.4393	0	0.28744
PHB2	294.52	203.33	191.85	178.38	270.26	98.874
ARF5	115.01	189.85	174.78	381.25	236.39	139.18
TMED2	181.04	144.92	249.85	202.18	305.36	152.44
SHISA9	269.85	311.28	328.05	156.2	89.136	78.062
ZFAS1	310.82	286.86	131.41	139.14	179.44	183.39
GABARAPL2	138.18	166.99	201.05	299.47	268.33	156.77
CCNI	281.53	216.74	215.7	168.98	196.04	147.91
PSMB7	174.34	152.52	166.6	348.12	246.46	138.13
GRB2	368.27	189.14	146	113.13	42.769	365.63
SEC61B	205.73	200.13	148.09	190.77	282.79	193.48
LOC100132247	201	160.17	274.42	458.98	60.387	65.152
C3	0.055481	0	0.82554	0	1092.4	126.68
PSMC5	178.31	262.88	206.86	91.117	352.01	123.57
ARGLU1	261.54	231.22	273.09	261.49	115.94	71.281
TM4SF1	0	1.5667	0.33748	1134.6	76.571	0.40794
NHP2L1	288.69	191.01	190.16	247.37	200.25	94.129
FIS1	203.9	131.89	138.61	392.91	246.55	92.947
TMEM219	207.56	128.45	122.49	252.14	249.7	245.76
YIPF3	119.39	95.18	122.69	448.92	299.64	119.64
NONO	171.37	214.37	247.35	252.74	185.37	133.68
PRR13	213.87	304.26	270.68	49.401	80.931	281.99
UBXN1	246.05	231.49	242.24	256.64	38.858	185.75
MS4A6A	0.38609	2.619	74.894	0	2.405	1119.5
ARL6IP1	147.67	219.6	364.23	167.54	98.282	198.36
ZFP36L2	194.83	443.92	267.34	98.303	102.79	87.677
DHRS3	0	63.695	23.974	362.8	389.94	354.21
TNFRSF1B	92.532	321.74	402.96	119.27	1.43	255.88
THBS1	0	0.77818	0.33336	198.88	510.43	482.18
CYTIP	278.41	442.56	373.61	1.6981	0.34	90.769
MMP2	0.032095	0.12563	0.28484	209.68	972.06	3.2985
TUBB6	0	1.9702	2.792	342.12	781.21	55.864
OSTC	129.06	79.308	120.48	138.14	587.13	127.63
CSNK2B	197.16	199.49	209.33	214.31	160.4	199.49
VAMP5	21.338	139.04	135.35	236.19	296.61	350.62
CAPZB	177.57	222.07	253.1	77.435	211.58	229.7
NDUFB2	131.83	166.85	137.99	203.94	336.16	193.25
ICAM2	94.05	124.34	66.034	773.11	56.139	55.735
EMC4	173.26	150.04	147.36	325.07	214.63	157.84
MRPS21	180.87	174.96	212.74	253.7	229.95	113.47
PPP2R1A	196.86	194.07	194.39	301.47	185.38	90.552
FAM96B	111.28	195.99	151.76	188.08	247.85	266.68
DYNLT1	73.954	209.72	159.27	160.06	272.85	284.77
DBNL	197.22	227.29	181.96	222.53	154.86	176.66
GTF3A	195.15	246.31	303.87	143.65	117.84	153.21
COX7A2	175.65	275.92	200.19	202.27	113.71	192.23
PPA1	169.73	157.07	146.76	325.81	170.26	189.25
NDUFS7	147.5	213.89	157.07	236.03	156.16	247.98
CCT8	323.87	266.58	263.62	133	73.827	95.808
TKT	149.4	134.13	95.329	229.03	141.79	406.56
CCND3	172.92	426.55	342.7	71.99	69.742	70.026
ISCU	250.56	159.7	202.51	191.93	221.83	127.04
PRDX4	254.16	62.625	71.501	184.71	467.93	111.91
FCN1	0	1.9694	0.026025	0	0	1150.7
EID1	110.06	208.23	318.57	146.59	265.48	102.51
EIF3D	209.9	218.6	233.22	102.63	229.58	157.5
15-Sep	256.26	168.7	167.74	135.36	270.34	151.1
LMAN2	196.49	211	179.17	217.65	168.29	174.45
UXT	298.9	307.15	153.67	98.21	167.82	117.81
PSMA2	204.05	191.07	224.84	234.66	109.5	176.77
CD164	157.81	251.36	331.5	63.23	131.91	204.31
TRIM22	247.1	240.6	300.19	119.19	60.559	167.42
AIP	196.93	341.17	227.35	150.07	100.59	118.15
PSMA4	120.7	226.37	213.18	183.13	156.87	232.83
TNFRSF14	208.63	230.27	218.16	190.01	97.193	188.31
SERTAD1	83.943	99.038	100.7	514.75	211.86	116.65
SIVA1	141.84	172.95	190.86	214.79	183.54	219.18
ATP5D	239.37	204.39	169.54	139.12	253.38	117.03
IDH2	99.952	167.43	372.96	139.53	248.76	93.868
PPAP2A	19.686	4.4795	46.861	767.96	275.78	7.5272
MXRA8	0.052739	0.049334	0.088708	0	1118	3.5473
NDUFB9	133.03	257.45	133.57	216.34	210.32	170.74
C19orf10	186.94	115.84	82.636	131.01	408.94	195.62
ATP5H	151.31	195.74	162	197.07	206.61	206.27
SNRPG	138.92	235.2	191.57	179.74	216.21	156.87
NDUFA11	186.6	204.77	131.87	202.16	277.07	115.18
PUF60	239.36	216.72	232.36	81.576	204.11	142.33
CPNE1	102.55	197.63	281.39	196.28	230.09	106.64
LAP3	55.785	51.098	90.579	257.14	154.04	502.38
PYCARD	173.97	115.27	148.02	58.313	75.962	538.95
S100A16	6.281	12.092	4.0755	525.55	538.58	23.272
TNFAIP3	13.049	473.42	283.28	22.271	21.978	294.56
NDUFB7	179.75	183.47	111.84	181.54	256.67	194.84
CCL2	0	0.98583	1.3675	658.3	27.347	420.07
MRFAP1	60.058	165.78	201.19	308.49	225.88	146.58
PIM2	256.64	511.57	291.18	11.145	14.623	22.611
ATP5F1	195.01	178.52	169.41	192.15	195.11	175.99
WDR83OS	128.72	129.19	167.85	249.58	244.5	185.84
MGAT1	91.751	120.25	141.21	262.47	124.24	363.48
MORF4L1	106.68	228.41	160.64	175.77	248.2	182.97
YWHAE	140.99	114.81	110.07	304.54	200.16	232.05
SLC3A2	154.74	178.4	232.41	205.26	140.14	187.75
MAT2B	239.8	263.46	338.58	102.03	55.775	98.548
GADD45B	23.143	56.134	26.909	265.37	391.71	334.06
ODF2L	225.61	251.78	287.17	180.05	79.394	71.762
NAPSB	847.34	29.007	0.15513	0	0	218.26
ARHGAP15	460.76	312.26	263.27	0	0	56.696
RPL27A	235.21	252.93	163.76	125.35	196.46	118.67
PRDX2	95.696	327.32	169.93	195.24	172.32	131.86
S100A8	1.7541	8.4884	1.8435	0	9.5339	1070.6
NFKBIZ	42.495	122.33	57.589	147.85	410.75	306.43
DDX17	253.28	207.38	204.45	184.37	153.64	81.917
ASAH1	109.09	40.439	48.46	92.226	19.934	772.27
DYNLRB1	115.39	200.82	136.03	181.66	316.38	130.72
HIF1A	148.69	125.74	181.08	265.08	111.46	248.53
ISLR	0.056932	2.1352	0.81418	1.3427	1075.3	0.028049
ZNF207	154.84	227.22	212.07	174.71	183.82	122.91
BSG	83.717	128.88	152.36	309.12	277.93	123.16
CTGF	0.015806	0.19969	0.72175	75.703	988.27	8.5917
SERINC1	103.28	181.54	204.13	196.65	188.1	198.7
SERF2	171.74	163.32	143.53	159.31	212.46	220.77
PET100	183.73	152.54	122.38	287.88	139.78	183.66
EVI2B	293.87	231.8	287.24	0	0	256.96
GNG11	14.777	1.2609	25.857	698.3	328.2	0
RHOG	107.2	257.44	141.74	136.45	81.171	343.53
NDUFA12	228.06	209.69	132.91	202.57	139.23	154.53
AUP1	170.95	182.43	163.79	168.8	196.23	183.62
CD81	111.92	23.068	48.843	495.35	232.47	154.15
C19orf60	144	195.16	174.05	172.45	242.38	134.77
PSMA3	150.41	153.79	199.12	223.87	187.21	147.41
HMHA1	252.02	362.43	315.02	24.319	0.65126	107.3
PNRC2	283.52	163.63	328.46	115.02	114.33	56.616
PSMD8	154.22	188.2	158.43	148.99	227.3	183.86
U2AF1	160.24	159.34	160.35	232.35	234.3	114.21
TBC1D10C	265.85	442.34	329.97	0	0.18499	18.046
OXA1L	292.03	143.51	113.31	203.18	165.34	138.02
CUTA	210.91	250.7	189.48	117.91	165.39	120.63
CXCL3	0	0.054909	1.6898	7.7177	0.7025	1043.9
GHITM	180.85	194.49	270.8	122.35	128.92	155.14
SPCS1	268.47	214.62	225.47	129.96	91.467	122.49
LOC284454	64.613	204.01	215.48	218.03	209.75	139.36
CAPZA2	87.913	117.76	145.01	347.54	96.161	254.13
IRF9	138.66	284.81	325.25	64.506	62.576	172.56
COPS6	89.843	138.2	164.35	265.33	277.41	112.95
ATP6AP2	168.27	166.5	192.52	99.055	169.76	250.31
WSB1	166.12	134.12	137.66	243.51	100.12	264.37
FBLN1	4.3213	7.0109	7.3503	2.4018	1020.6	1.421
C17orf49	150.7	171.91	189.73	188.49	148.77	193.38
LOC286437	235.3	261.03	267.73	146.03	57.788	71.44
RBM4	174.82	235.25	190.34	264.21	98.606	75.827
TWF2	130.54	132.2	147.8	204.67	227.47	195.85
TCEB2	129.69	149.31	139.33	147.75	275.48	196.39
ANXA7	172.69	239.54	173.75	193.18	120.25	130.86
2-Sep	153.26	128.32	183.74	166.97	250.04	147.29
TGFBI	22.816	6.7323	1.8072	0.23454	505.65	492.33
ATP6AP1	79.078	107.98	129	139.69	207.14	365.68
NHP2	190.04	71.375	124.02	293.17	246.2	99.433
LAMTOR5	151.49	139.81	163.79	199.65	202.11	166.69
COL6A1	0	2.9986	0.18031	4.4636	1007.6	7.3109
GLUL	2.0211	27.213	31.913	189.47	122.45	649.06
NDUFB4	123.17	155.48	123.54	218.21	226.45	173.17
SYPL1	516.07	99.366	72.809	145.64	98.326	86.366
CD4	0.45272	574.82	0	0	0.195	442.14
C1QBP	191.18	128.78	153.35	152.91	273.11	117.95
PTTG1IP	18.247	90.469	57.192	336.85	315.54	198.75
EFEMP1	0	0.021091	0.044547	0	1014.1	1.5086
TUFM	131.88	150.85	196.28	86.1	322.48	127.88
RPL22	246.7	255.1	164.41	98.49	135.5	114.17
THY1	0	0.031152	0.0090579	126.94	879.31	7.2669
EIF2S3	319.67	207.55	181.01	94.188	64.387	144.31
SPC25	204.8	259.61	259.95	108.31	90.129	87.842
GSDMD	74.465	232.33	200	303.57	72.863	123.71
APP	15.561	23.564	2.2169	678.85	234.58	48.883
CSNK1A1	59.974	154.39	177.2	307.49	148.36	155.19
FOLR2	1.5066	0.083823	1.1141	0	8.9071	990.69
YPEL5	251.41	284.19	195.18	147.12	26.273	97.35
ATF3	4.1109	26.011	32.369	238.45	436.45	261.65
GSTO1	89.263	133.56	119.91	207.3	136.83	311.05
EGLN2	111.28	124.04	110.51	421.82	158.53	70.276
S100A13	42.917	10.819	9.8324	245.27	620.69	66.679
BZW1	128.82	155.37	245.69	120.89	223.9	120.31
GPI	112.13	191.28	232.23	141.07	139.83	176.08
HSPD1	150.69	154.32	223.05	164.95	149.54	149.83
MAP1LC3B	102.44	204.92	181.97	183.84	189.2	129.77
RBM6	226.63	141.05	130.48	231.62	187.9	71.305
IL1RN	0.43627	1.2304	4.6122	0	0	981.58
DSTN	34.091	73.946	56.638	322.37	445.15	54.693
LBH	259.71	271.57	290.85	158.82	5.3724	0.094023
RBM3	172.5	163.1	147.04	154.85	208.84	138.88
PDLIM1	177.51	3.6316	23.999	726.57	39.461	10.213
PSMB5	43.763	81.265	79.485	407.85	250.39	115.32
DHRS7	108.77	189.17	168.66	230.51	83.328	196.21
IRF8	629.02	32.068	90.258	0	0.10375	224.02
MDH1	172.62	204.42	185.68	115.8	164.07	131.61
PMP22	0	0.11636	13.996	268.15	582.46	107.71
NDUFV1	217.32	111.68	157.1	120.74	268.88	95.674
MFAP4	0	0.004	1.8197	0	966.97	0
ATG3	64.886	150.02	133.57	211.02	153.02	254.8
TUBA1C	24.713	69.858	45.404	122.42	589.45	115.17
GBP1	53.018	193.31	190.55	65.045	138.63	326.12
NRBP1	96.176	168.44	202.57	158.28	247.48	93.639
CTSA	96.824	124.65	148.64	121.59	153.3	321.5
CYBA	313.11	132.18	174.01	9.8876	23.544	313.68
VDAC2	152.26	148.65	183.75	226.23	110.53	144.97
SELPLG	65.165	415.4	312.28	5.8008	0	166.55
ARF4	88.453	100.13	120.44	159.44	340.23	155.86
C14orf2	215.89	122.68	126.79	107.63	239.36	149.34
PIK3IP1	78.882	424.44	289.57	38.581	33.949	93.016
IRF1	125.78	220.51	259.76	100.79	42.575	209
EMC7	115.29	181.05	161.92	215.23	197.83	85.21
G0S2	0	24.174	5.8915	0	25.587	897.99
SELK	96.043	192.32	128.38	148.33	203.52	184.38
HNRNPR	148.66	176.15	199.52	156.48	178.4	93.177
PLIN2	20.344	100.21	56.912	86.707	50.467	636.83
ACP5	315.02	204.42	146.08	12.447	0	273.28
FAIM3	544.91	183.1	205.84	0	9.833	5.715
PCMT1	96.116	185.71	211.62	171.82	108.91	174.99
VCP	189.86	199.3	205.27	154.29	107.53	91.437
CFLAR	134.23	200.23	253.11	165.83	59.214	134.25
KIAA1551	267.3	291.22	233.61	110.06	1.7438	42.629
TALDO1	173.47	129.81	132.32	58.038	137.19	315.17
DUSP23	29.181	59.716	65.186	609.51	57.262	124.95
ERH	152.44	164	132.49	148.48	254.52	91.506
MOB1A	313.21	133.76	210.2	38.944	55.932	191.3
BUB3	167.46	220.69	295.57	95.616	72.543	89.751
NR4A2	84.499	200.39	268	48.01	45.69	294.65
GLTSCR2	201.4	232.37	169	207.52	28.556	101.22
BLOC1S1	102.19	191.5	118.5	139.11	110.79	277.26
TAGAP	191.21	301.47	313.77	1.4882	0	130.66
CYB5R3	144.79	81.544	87.853	248.2	271.06	105.09
UQCRC2	120.72	129.12	157.17	145.32	226.21	155.5
SSBP1	122.12	170.59	165.38	132.07	175.89	167.8
EIF6	120.72	93.442	175.44	276.99	147.61	118.23
VDAC1	92.457	170.45	150.31	159.59	184.1	175.36
ARL6IP4	137.41	155.03	123.01	155.84	193.18	167.7
ATP5L	146.05	203.76	169.4	139.02	100.32	173.36
KDELR2	76.618	86.361	60.386	110.21	525.05	72.001
NDUFB10	89.285	145.56	174.97	212.05	160.58	146.73
ANAPC11	188.51	75.833	101.84	192.27	169.14	199.82
CHP1	104.02	165.71	159.53	190.26	140.03	167.49
STK17B	263.23	271.92	298.48	4.751	34.988	53.079
METTL21A	136.47	190.46	250.25	149.46	98.954	100.11
ACADVL	75.991	116.58	146.61	141.31	332.56	108.97
TMEM179B	88.808	144.37	169.65	172.26	135.33	210.49
NDUFV2	89	287.12	204.13	84.218	89.176	165.57
WDR1	111.49	226.8	190.02	257.57	23.844	108.71
HEXB	61.42	76.283	70.358	146.64	189.18	373.98
MTRNR2L4	165.2	142.38	177.56	198.03	115.93	118.4
IMPDH2	147.06	126.55	68.562	125.23	401.48	48.193
LSM7	224.58	159.8	110.28	128.57	148.79	144.77
TUBA4A	204.88	323.98	273.86	74.629	0	37.383
C1orf43	130.95	113.7	134.21	185.16	191.64	157.25
BCL2A1	57.95	97.853	55.98	0	0	701.09
HNRPDL	213.45	174.02	178.06	154.03	103.05	89.572
FAM32A	124.4	157.19	130.22	235.43	94.886	167.87
XBP1	512.99	93.534	87.901	32.579	99.267	83.513
C14orf166	153.16	120.24	154.03	206.42	164.02	111.4
SDHD	87.456	126.45	185.66	222.04	140.11	146.99
TCIRG1	160.98	194.36	226.94	37.645	67.452	220.72
PRKAR1A	107.55	168.68	236.46	159.24	106.55	129.24
MZB1	834.04	46.379	23.482	0	1.045	0.80645
ANKRD10	155.02	128.58	195.36	225.84	122.54	78.256
ATP5I	140	167.18	123.55	65.897	204.44	204.47
PPT1	18.597	171.4	143.33	54.698	98.856	418.49
PLD3	49.352	66.014	38.731	126.13	253.92	371.12
MDK	5.2458	10.776	12.587	184.06	664.11	27.011
ACTN1	2.1146	26.182	9.488	537.13	253.65	74.739
RHOH	226.41	358.31	289.68	0	0	25.302
SASH3	250.19	213.92	328.05	1.3781	0	106.03
M6PR	154.71	155.36	248.14	68.391	59.356	210.43
CTSW	0.22048	79.628	809.81	0	0	5.665
NUTF2	103.08	148.24	123.01	241.92	167.7	110.41
USMG5	160.64	110.72	124.55	177.53	92.984	227.56
SRSF6	178.6	193.19	176.84	191.96	60.779	91.011
CTTN	12.86	19.12	16.635	415.86	415.54	10.571
TSPAN4	6.0369	4.7566	16.576	220.4	416.66	226.14
ILK	81.669	95.115	135.19	134.98	247.64	194.94
CLDN5	0	0	1.1357	888.19	0	0
PTRF	1.4288	1.8901	2.4544	419.46	462.25	1.2328
TIGIT	1.0019	247.15	637.59	0	0	1.714
CANX	107.85	113.88	186.65	126.12	147.85	203.32
TECR	130.58	225.94	203.55	76.108	177.32	71.829
IL10RA	78.384	264.26	377.47	0	0	164.58
CXCL10	1.2923	26.477	3.2519	0	0	852.53
PRDX6	115.43	135.14	132.78	126.55	270.96	101.33
COL6A2	0	0.14151	1.1034	100.78	774.67	4.1369
DDX39A	148.95	183.19	155.12	149	180.26	63.428
MLF2	135.92	101.01	139.69	129.73	263.65	109.54
ADRM1	115.62	148.39	132.23	146.64	201.4	135.05
ZFAND6	165.57	111.89	120.05	247.76	155.56	77.56
MFAP5	6.7371	6.793	10.433	1.1964	842.63	9.102
COX6C	121.28	163.97	128.62	126.56	166.78	169.61
NAP1L1	195.05	196.29	132.9	138	126.4	87.014
RTFDC1	120.4	174.22	155.98	193.8	120.82	110.11
SEC61G	172.54	117.3	90.265	143.36	223.29	128.43
EIF4A3	106.87	145.33	124.49	76.078	242.9	179
TCF25	101.83	72.844	110.43	189.89	325.08	71.477
CTNNB1	68.494	126.85	143.67	213.9	156.97	161.14
EIF3M	183.64	211.48	172.11	140.85	23.983	137.47
APOBEC3G	93.317	197.53	482.82	42.525	0.92125	51.678
POLR1D	225.27	178.4	130.42	193.29	60.562	80.434
APOD	36.128	38.992	12.231	0.41727	702.28	75.677
CFB	0	0	0.14649	156.13	702.04	6.9426
CDC42SE2	123.94	299.5	324.97	28.202	5.3312	83.039
TAF9	143.11	84.865	172.7	223.81	132.9	107.37
PFKL	158.39	122.32	109.38	211.26	109.56	153.2
SARS	150.11	185.71	174.16	70.324	195.59	88.181
DPP7	88.768	152.35	168.93	155.46	103.33	195.11
MORF4L2	50.389	86.305	123.45	151.39	362.26	89.367
GRHPR	58.833	99.643	78.812	127.31	434.55	62.384
UQCR11	115.7	189.79	117.66	138.97	149.56	149.41
SCAND1	104.88	144.65	105.35	154.89	228.55	121.87
MAT2A	168.25	143.15	156.46	81.377	108.14	202.76
FKBP2	140.13	61.369	67.887	196.81	207.52	184.62
RAB7A	69.906	136.23	191.63	103.94	133.82	221.8
SERINC3	106.18	165.63	187.9	125.53	150.11	120.95
ARPC1A	105.15	55.61	50.973	240.25	296.69	107.49
CCDC80	0.052094	0.0093939	0.31336	0	854.75	1.0117
SDHB	161.34	151.28	110.49	48.134	227.02	157.17
FBL	179.97	136.23	117.44	85.048	276.35	60.294
OSTF1	195.87	168.6	145.46	82.816	72.767	189.61
