Gene	Bcells	Monocytes	NKcells	Neutrophils	CD4_Tcells	CD8_Tcells
HSPA5	88.451	270.03	602.29	151.16	156.67	369.65
CD14	1.8501	1210.7	1.3817	420.74	0.65717	0.65615
SFPQ	310.64	251.71	363.74	72.907	299	333.13
VASP	69.92	274.52	123.93	1093.2	31.987	34.98
SIPA1	230.18	130.9	553.38	365.69	116.13	223.57
CD3E	0.45753	0.27103	89.898	0.31872	756.64	767.85
ATP6V0B	99.935	448.36	100.32	862.76	46.988	55.646
HSP90AB1	383.13	203.02	270.83	6.5322	345.7	396.13
GNB1	198.61	317.99	313.21	385.55	192.32	194.32
SLC25A37	43.951	55.69	13.616	1439	22.931	20.426
ZFP36L1	203.74	326.26	105.11	801.91	81.826	70.713
C5AR1	0.57947	334.63	3.0319	1249.4	0.48268	0.65094
NADK	96.146	228.68	114.87	1058.2	40.133	49.566
LGALS1	73.948	937.75	337.02	8.9442	85.938	140.62
TNFAIP2	0.87428	565.79	3.0314	1004.5	0.20021	0.32555
DPP7	270.26	233.05	377.59	5.1301	348.57	339.97
APLP2	146.63	839.38	136.79	359.29	41.364	47.826
UBA7	309.25	176.31	420.47	122.84	252.42	289.29
IL2RB	1.0369	0.17717	1394.6	0.32925	43.32	129.25
LINC01347	125.45	137.47	171.53	929.51	99.452	102.19
RHOG	80.118	322.51	143.35	816.47	104.13	98.512
NCF4	93.453	150.61	3.917	1296.6	13.463	3.7563
UCP2	366.46	309.79	392.05	26.319	258.07	208.57
NAP1L1	387.76	223.92	143.93	10.971	431.14	352.29
TRA2B	340.7	266.77	350.08	47.095	261.22	278.59
HLA-H	151.74	243.61	323.68	461.16	164.12	197.53
CYTH4	109.49	179.57	210.04	820.76	86.975	131.22
PSMB9	191.06	195.93	261.31	606.12	132.1	147
RP4-669L17.10	66.601	201.73	75.509	1092.2	50.762	44.158
LDHB	133.54	98.644	133.04	0.63728	724.79	438.38
ALOX5AP	65.286	92.57	206.65	1032.5	67.77	61.991
CD7	0.30497	6.8778	982.39	4.208	217.57	306.37
BTG1	310.09	133.31	307.55	190.19	256.46	318.58
EMP3	201.06	549.98	276.26	155.58	170.75	161.12
AKNA	148.95	119.09	486.88	341.75	174.91	240.21
CCDC88B	198.3	198.52	353.17	423.95	142.66	194.71
MMP25	0.63039	19.475	14.74	1470.5	2.1767	2.9919
CALR	213.14	278.6	496.47	31.596	182.06	306.14
MBNL1	209.5	188.05	342.71	153.25	308.17	306.19
CALM3	120.79	244.49	287.77	317.75	283.46	252.93
ARGLU1	334.99	142.34	341.32	129.26	284.23	274.15
CEBPB	10.129	186.47	47.107	1222.4	16.143	23.627
FKBP8	115.92	189.7	171.62	716.16	151.9	160.08
HMGB2	191.84	229.72	276.17	277.85	266.57	261.03
HCK	30.833	441.66	0.60515	1026.5	0.26183	0.58378
HNRNPD	283.04	257.89	333.88	140.67	239	241.68
HNRNPU	214.58	286.4	328.55	202.72	220.78	235.16
FAM49B	80.502	221.49	323.73	680.45	76.352	101.19
FYB	0.9251	234.83	140.39	710.94	219.55	167.9
TSPO	56.082	743.76	109.51	364.18	110.21	88.167
FLOT2	185.64	157.95	145.77	729.1	130.21	117.16
RPS2P5	353.48	187.11	149.08	15.172	415.94	342.29
SNHG6	292.99	152.78	238.45	12.868	413.28	351.52
CDK11A	200.87	144.61	340.68	296.88	227.32	248.64
VAMP2	229.18	95.618	324.39	224.33	281.42	299.48
SRSF11	282.01	131.84	397.61	78.92	282.92	279.91
CTSZ	250.9	798.55	47.672	314.04	21.088	17.73
AL162151.3	464.1	159.43	326.25	21.113	221.52	256.76
CFLAR	77.088	132.05	306.83	676.2	116.82	138.62
EIF3K	244.62	295.03	224.05	53.355	323.59	305.26
IRF2BP2	146.85	358.58	265.88	54.303	299.59	320.32
UBL5	144.11	275.06	244.99	398.94	184.09	193.29
ATP5L	198.77	319.84	233.3	129.7	283.64	274.68
HSP90AA1	177.71	229.94	373.89	118.49	246.1	292.78
INPP5D	264.25	147.73	424.95	329.7	116.69	154.46
MALAT1	237.86	201.4	269.32	376.41	182.82	169.97
SSR2	188.76	245.04	265.17	176.82	288.81	267.26
STK10	105.01	151.69	448.23	369.73	152.12	204.97
TMC6	241.52	79.148	414.53	63.906	303.74	328.37
PLEK	82.871	420.93	253.2	611.53	6.1665	54.474
PNISR	318.94	136.29	288.05	165.96	261.75	254.73
IDS	96.78	127.62	360.68	511.42	125.76	202.6
AQP9	0.21348	62.162	0.19146	1358.6	0.071879	0.17566
AL627309.1	25.665	182.75	29.709	1138.4	22.492	21.873
TREM1	1.5149	263.96	0.39827	1153	0.17969	0.22216
SLC2A3	99.745	212.66	132.92	584.89	207.85	180.23
LIMD2	261.21	177.05	235.97	314.52	220.09	206.25
EIF3G	194.33	267.08	346.79	30.147	294.2	280.65
PPDPF	295.52	146.96	249.67	12.26	331.97	373.85
FCMR	661.59	0.91184	228.05	18.936	290.04	209.24
TNFRSF1B	38.33	487.24	157.76	600	62.345	60.691
PDIA3	126.66	292.35	520.07	58.258	169.35	236.22
SHISA5	130.39	156.94	231.64	556.31	163.09	162.57
IGLC2	1389.3	0.0521	0.28453	0	0.056471	0.49088
THEMIS2	40.996	419.45	202.65	644.57	36.642	38.713
UQCRB	200.81	254.2	192.96	65.39	349.07	319.05
PPIB	156.35	293.24	383.24	102.72	205.71	239.95
OST4	207.44	243.73	217.87	88.58	309.27	314.16
NONO	231.27	224.16	314.13	72.807	271.82	266.13
CPNE1	237.44	135.61	338.15	228.1	212.25	224.59
C19orf43	226.68	219.7	280.26	174.96	230.51	243.99
ZFAND5	129.07	517.68	258	180.6	111.59	175.13
EIF5A	232.14	288.33	291.6	72.144	234.91	252.75
COX6B1	177.82	322.06	212.21	242.7	217.1	196.41
ACSL1	7.5234	123.14	9.7093	1203.4	4.9649	5.637
SRSF2	186.92	157.32	379.63	101.98	212.79	313.69
HMGN1	320.04	104.33	315.24	50.588	292.79	267.71
HNRNPA3	219.47	207.25	366.5	57.157	261.95	236.92
CLEC7A	1.2204	477.78	1.7025	863.16	0.78564	1.0025
SASH3	172.89	221.59	441.83	256.01	94.938	158.1
CAPNS1	139.83	451.51	333.9	80.87	146.68	192.43
OGT	228.25	98.666	464.26	92.931	232.89	224.43
PTPRCAP	369.95	5.5959	457.43	4.1211	237.03	264.97
XPO6	77.94	53.862	85.124	946.71	90.165	84.569
P4HB	119.12	345.35	398.45	85.697	169.08	220.41
TLN1	124.74	256.38	272.95	454.15	108.8	120.98
TCF7	19.994	1.0734	102.24	0.81823	727.14	485.4
SLC44A2	178.71	61.578	240.15	577.95	133.56	143.98
GZMA	0.14234	0.16674	1050.2	0.1487	38.539	245.8
TMC8	180.6	53.793	422.16	39.424	345.33	292.72
CCNI	220.82	226.29	174.51	265.56	235.3	211.1
ATP6V0C	144.46	431.57	205.53	292.43	111.45	147.92
NCOA4	41.702	250.52	78.367	878.45	42.084	38.985
MGEA5	290.48	86.884	317.24	313.9	154.36	166.98
RAB7A	84.687	277.88	181.74	563.5	108.19	112.99
ARPC1A	121.04	436.07	178.5	328.8	130.42	133.8
NINJ1	4.5116	284.74	23.735	926.2	32.621	55.253
CSDE1	204.86	236.58	210.55	185.73	253.17	234.65
CXCR1	0.12199	1.0111	16.224	1303.4	0.18483	0.70792
SKP1	176.54	231.28	277.32	160.04	238.56	237.62
MLLT6	154.97	43.866	479.89	50.184	278.49	309.31
ACTR2	151.41	301.93	239.51	386.17	117.52	118.79
TPI1	125.3	403.4	297.32	179.32	147.23	160.25
ATP6V0E1	112.51	299.77	181.95	496.08	112.83	105.67
EWSR1	224.91	216.82	302.5	170.05	189.73	203.85
FCGRT	26.722	476.65	8.2478	748.25	26.183	20.159
PILRB	260.75	48.966	452.47	76.728	208.08	256.27
GTF2I	228.27	150.69	254.94	395.59	130.07	142.95
EIF4B	246.46	215.9	189.43	34.986	317.7	296.34
ANKRD13D	99.912	239.42	211.2	449.81	148.5	145.91
LDHA	91.177	211.46	384.78	77.842	211.85	317.13
CD99	94.887	218.14	498.87	1.297	193.24	284.8
ABHD17A	72.936	75.954	725.61	60.898	128.61	226.34
ATP5B	187.58	358.08	272.19	86.941	179.72	201.03
BASP1	48.248	44.546	2.7727	1188.7	0.28752	0.29967
HNRNPL	216.24	234.62	335.29	103.01	188.02	206.83
ZFAS1	244.08	205.07	87.136	270.34	245.02	232.16
PKM	128.62	621.69	119.75	58	208.84	145.56
DNAJB1	38.697	57.429	128.74	104.52	465.66	487.33
PPP1R18	62.384	174.15	206.18	685.57	72.315	78.145
YWHAB	161.12	268.32	225.74	234.46	215.58	169.11
PIK3CD	122.73	110.44	201.26	477.72	167.47	194.12
FOSB	103.08	684.94	180.29	39.362	46.766	218.19
STAT6	199.49	226.93	164.36	476.3	107.84	93.572
PLAC8	256.26	131.13	583.68	7.544	147.09	135
MXD1	11.122	104.86	38.732	1082.6	10.9	12.06
FAM193B	214.51	112.38	287.87	214.38	212.97	213.4
PREX1	69.648	135.91	261.31	631.5	61.213	95.761
CYTH1	192.87	103.77	345.81	174.71	245.53	191.44
STK17B	134.82	354.28	142.44	271.26	162.97	186.33
COX8A	122.6	346.67	255.32	176.13	165.82	183.34
RUNX3	86.628	35	753.53	10.058	104.56	258.9
FYN	59.072	161.57	507.85	0.63735	260.43	256.24
NCF1C	149.79	210.55	4.8432	879.36	0.24648	0.55804
HLA-DQB1	867.55	321.76	8.9872	11.886	10.788	24.092
PXN	3.4368	135.84	362.34	549.16	89.557	104.61
ARHGAP30	132.02	199.39	258.24	372.72	138.34	137.91
HLA-DMA	687.95	466.87	28.114	9.9867	12.954	29.88
ATP5J2	149.81	384.12	244.41	116.43	174.5	166.4
FGD3	89.719	84.117	209.71	523.81	163	162.39
DGKZ	40.363	144.91	427.47	139.11	216.67	264.02
KCNAB2	80.775	221.4	419.35	103.04	175.19	232.29
ADD3	241.82	81.047	346.35	88.852	288.06	182.98
MSRB1	6.1918	142	15.474	1052.2	6.11	6.9588
CEBPD	0.84379	429.19	74.604	704.54	1.8072	15.65
TUBA1B	116.02	333.56	231.66	247.19	143.07	154.45
PHF1	257.78	42.409	273.12	138.25	237.16	273.02
PPP1CA	158.87	235.73	319.73	232.86	123.78	150.02
EHBP1L1	117.64	306.15	152.99	429.67	107.66	106.46
CFP	2.3384	693.18	2.9791	490.11	22.87	7.921
AC108078.1	168.35	248.66	164.07	107.31	292.74	230.56
IL10RA	113.93	332.65	311.3	16.697	214.21	222.38
ACTR3	143.26	207.36	210.93	446.96	102.48	97.099
BTN3A1	143.12	53.961	382.99	220.48	180.21	226.09
TAPBP	201.9	136.16	249.46	353.76	120.98	144.29
PBX2	121.78	129.64	134.87	603.54	118.46	96.582
TAF10	151.55	231.29	212.44	273.07	158.15	175.47
ARPC5	64.999	280.9	131.77	585.75	77.459	57.589
AC133919.3	6.5173	172.48	6.1622	984.14	13.016	13.802
ANXA6	232.06	121.46	436.75	7.5936	189.13	207.12
RNF44	176.07	130.14	329.36	228.91	153.58	175.52
RSRP1	227	90.724	292.69	138.6	205.83	235.6
ASAH1	94.405	475.1	103.29	435.31	40.493	41.727
RASSF5	85.033	142.89	286.76	383.31	145.49	142.66
HLA-DMB	724.54	423.24	15.984	7.2758	4.5949	10.432
CSK	218.9	216	222.9	307.43	113.96	106.24
GSTP1	102.64	588.76	302.86	7.6345	73.271	109.96
SH3BP2	114.66	275.05	293.06	385.97	37.826	74.598
CARD16	47.386	382.51	132.87	505.19	56.914	54.951
GBP2	14.783	117.95	131.4	672.67	123.29	118.94
SSR4	179.27	210.29	287.31	17.37	231.99	252.17
ZDHHC18	18.809	29.794	79.612	949.22	42.775	56.973
AUP1	214.24	182.41	345.44	74.433	165.05	195.14
TMEM123	139.36	172.69	105.81	147.27	370.93	238.96
AC008541.1	128.28	215.71	107.53	80.486	343.99	298.77
HINT1	272.99	130.41	173.32	19.076	328.54	248.85
RBM5	238.21	137.7	270.59	205.35	146.6	168.86
COX6A1	168.39	238.45	230.06	180.99	179.38	169.11
TMEM259	213.08	149.79	270.22	120.85	188.7	223.29
PSMB8	153.38	193.55	204.5	350.22	131.57	132.57
LY6E	181.4	185.81	361.84	17.328	192.89	225.16
PBXIP1	123.43	40.715	146.12	296.39	293.48	263.53
PIK3IP1	126.58	25.706	124.62	47.531	438.82	398.97
BSG	79.122	236.74	277.18	329.79	101.5	135.87
AC046176.1	101.53	213.99	70.965	768.3	0.20025	4.5827
HNRNPH3	189.74	154.97	182.77	239.99	198.47	191.86
PTK2B	247.23	153.49	267.18	301.24	83.34	105.2
ATP5I	169.24	253.71	247.17	100.33	192.2	193.69
COMMD6	226.69	164.39	176.09	48.792	292.65	246.16
IGHA1	1145.4	0.17716	3.6223	0.28148	0.66235	4.578
ARAP1	73.495	238.2	126.5	621.34	45.45	49.563
MATR3	213.6	135.3	274.7	53.122	226.62	251.02
SQSTM1	119.22	250.17	219.67	334.01	102.81	128.14
SUB1	174.08	199.86	243.45	150.38	196.13	189.05
AP001347.1	169.08	209.58	106.46	90.073	291.99	281.05
ABCA7	202.74	75.295	166.04	415.02	155.99	132.07
RP11-326C3.2	15.863	1.1514	44.081	203.8	504.25	374.94
NXF1	163.59	219.43	274.2	117.33	160.81	201.04
NDUFV1	193.54	110.82	378	25.933	195.01	232.12
JAK1	117.62	76.867	446.43	250.35	122.97	114.78
CHCHD2	166.5	225.65	234.11	125.68	181.7	193.83
SRP14	162.5	199.76	223.13	160.4	189.45	189.84
LINC00926	1111	2.4906	5.0745	0.92402	2.0847	2.5939
CD68	15.094	1058.4	4.2273	40.16	1.2734	2.9501
ARF6	184.27	218.3	322.79	104.74	130.83	160.27
CD63	38.214	364.87	282.86	325.6	34.707	74.33
BZW1	116.74	177.29	420.21	109.35	107.34	189.49
GDI1	154.45	144.8	208.72	289.06	163.09	160.29
BCL2A1	29.329	188.58	8.4748	860.1	16.146	15.259
BRI3	35.126	460.01	34.569	523.56	33.846	29.989
PSME2	122.05	306.47	257.68	98.941	162.78	168.9
FKBP1A	85.571	415.98	86.682	379.01	78.078	67.462
SGK1	14.661	766.37	4.4955	286.96	23.757	16.196
ADAR	113.82	115.1	189.82	464.88	109.22	116.09
PPT1	35.22	495.05	39.962	417.31	65.747	48.615
FGFBP2	0.2542	0.18757	1000.3	0.23368	2.7006	94.84
BCL6	32.469	181.95	27.645	833.96	7.5059	13.662
ID2	2.3624	371.11	399.77	80.977	86.38	154.65
PNPLA2	171.17	218.77	203.44	200.85	142.23	158.73
EIF4H	146.24	238.81	228.41	130.57	169.49	181.48
SYTL1	173.94	53.46	384.73	117.46	183.06	182.22
CTDSP1	97.732	218.13	299.92	224.43	116.71	137.53
VPS28	168.15	179.03	213.76	188.95	177.73	166.76
SHKBP1	84.053	208.01	100.25	575.53	63.739	62.172
MS4A6A	1.7485	1026.3	5.9124	57.034	1.4223	0.78548
SP100	284.85	92.267	206.66	251.21	125.43	132.33
PSMA7	136.52	251.51	244.84	117.81	164.17	176.75
FLII	133.09	237.33	186.9	271.29	125.29	136.17
NOP56	243.7	75.352	267.78	15.91	224.73	261.49
SEMA4D	51.61	92.964	233.96	376.41	162.42	171
WDR1	89.777	180.32	271.03	291.34	131.76	124.01
HLA-DRB5	582.26	462.52	9.9752	0.38233	8.4809	23.789
UBXN1	214.43	169.27	210	112.08	192.78	188.4
LAT2	182.85	248.21	181.17	466.54	1.8382	4.0152
ATP2A3	341.72	24.469	223.03	183.82	136.53	174.44
EIF3M	174.53	270.01	174.6	14.179	228.19	220.68
CNPY3	139.28	320.78	85.606	395.64	63.467	73.034
TUBA4A	104.2	70.653	183.51	404.73	100.43	213.86
PILRA	5.4079	327.58	8.717	726.14	3.5688	5.049
H1FX	157.21	246.63	205.52	15.188	257.25	193.46
SET	194.02	150.32	278.43	89.559	183.87	176.45
DBNL	233.6	204.19	148.84	259.29	110.76	112.74
EIF3D	217.76	185.6	186.47	55.67	212.85	210.69
OS9	102.32	299.59	145.57	346.78	84.134	87.759
AE000661.28	9.1802	0.13029	14.828	0.19123	563.97	477.8
JTB	159.76	170.47	196.06	198.11	170.26	170.92
CCNL2	224.68	89.327	233.63	83.695	223.2	208.84
PRELID1	72.25	329.27	149.96	363.84	66.079	80.894
BHLHE40	20.241	170.41	536.06	55.125	66.003	213.04
ARF5	98.941	250.97	168.18	306.5	113.55	121.45
CD46	63.837	137.51	100.83	610.31	73.336	73.752
GPX1	99.714	789.18	40.675	40.746	46.622	41.301
C6orf48	237.93	127.11	110.51	8.0716	308.87	264.43
CHKB	199.18	133.34	227.92	144.42	172.85	178.96
ACTN4	63.515	147.99	356.05	315.77	64.006	106.98
DOK3	90.948	240.07	3.1089	717.67	0.8472	1.2142
SON	188.64	123.42	243.99	137.49	165.58	193.05
TAP1	121.78	92.212	180	443.27	100.75	110.75
C20orf24	41.465	208.85	279.86	389.98	47.129	81.331
PICALM	37.795	213.92	109.6	602.44	34.126	48.565
NME2	216.91	245.16	167.78	0.67984	207.41	206.91
RAF1	89.77	119.87	133.21	534.42	79.79	87.377
MYO1G	148.22	225.53	356	39.959	121.07	152.63
DEF6	119.48	97.604	269.67	215.54	172.67	168.11
RBMX	221.82	138.23	211.11	14.505	225.96	231.43
MPEG1	99.538	811.82	0.5535	130.13	0.2259	0.56324
CTSB	45.759	752.05	47.956	83.826	81.316	31.761
GZMH	0.244	0.16675	743.92	0.16994	7.5933	289.28
SLC25A5	192.05	323.4	208.17	34.006	144.96	138.46
STXBP2	73.162	295.56	125.74	400.33	70.242	75.359
C16orf54	44	72.279	187.3	269.57	165.79	299.01
GRB2	160.55	244.45	89.125	395.57	75.666	71.318
RBM38	245.32	33.274	360.29	32.212	140.09	223.77
MIB2	62.877	39.568	709.12	44.179	62.763	115.61
COX7A2	150.74	189	186.13	124.99	196.62	184.87
SP110	221.78	84.93	115.93	443.08	87.756	78.655
USF2	192.19	173.05	197.57	155.72	155.26	158.29
RAP1B	67.172	177.6	409.89	110.2	120.59	146.21
TAGAP	264.59	118.38	95.865	331.84	115.03	105.92
BAG6	182.04	200.99	197.03	153.22	155.29	142.46
DUSP6	11.427	790.4	27.122	193.71	3.2806	3.9479
SLC9A3R1	34.762	90.662	394.07	258.98	105.02	141.68
PLCB2	54.175	243.58	204.9	323.91	91.756	105
MKNK2	230.95	107.03	113.5	404.14	79.074	87.138
KDM2A	132.95	91.696	245.63	162.76	149.64	237.27
TSPAN32	34.648	103.89	476.85	33.274	93.258	277.59
ANP32A	108.28	188.38	118.32	460.92	80.335	62.018
HSP90B1	170.71	194.3	283.85	33.619	148.46	186.86
CASP1	33.912	402.33	93.643	396.44	46.795	44.574
DENND3	97.52	96.066	111.25	683.85	8.9735	16.968
CD164	124.55	190.04	344.37	121.22	107.34	124.07
PTP4A2	114.09	228.14	206.53	187.57	136.4	138.02
QARS	185.63	199.39	225.64	26.087	183.46	189.19
RAB5C	88.068	235.44	157.8	353.87	75.041	95.147
PLP2	153.53	339.08	43.976	232.75	141.78	93.386
H2AFY	80.607	392.4	125.41	240.33	87.24	75.302
CD300A	3.9045	138.24	374.49	434.6	9.3905	39.898
ACAP1	152.55	34.619	220.98	133.02	236.66	220.62
CD81	271.66	70.301	333.92	0.96643	114.81	206.66
LCK	16.222	0.38564	328.91	0.34003	332.68	319.59
MICAL1	215.96	138.08	146.06	239.79	141.59	114.13
LGALS9	168.08	421.53	107.76	222.07	50.933	24.649
SORL1	19.358	67.705	149.39	617.89	70.104	69.965
RAC1	70.031	254.11	130.31	416.3	62.833	60.461
MVP	61.659	167.05	129.49	403.91	124.18	106.89
FLOT1	49.528	126.9	140.37	504.76	88.052	82.656
RTN3	16.442	238.05	44.657	637.27	29.564	25.155
IVNS1ABP	61.197	179.33	290.33	229.73	94.685	134.15
POLD4	351.95	161.35	122.94	146.94	106.69	98.934
CSRNP1	108.37	225.22	164.56	254.94	85.16	148.54
NLRP1	107.44	171.8	171.21	245.06	143.39	146.84
LILRB2	6.2927	504.24	4.1693	469.22	0.27215	1.178
RGS19	91.736	220.68	113.34	463.09	44.199	48.457
WBP2	97.622	124.17	91.888	492.83	91.942	82.854
NOP10	53.949	188.04	95.075	551.67	48.931	42.91
LUC7L3	239.16	55.618	226.76	32.062	243.07	183.83
NPC2	81.127	573.67	46.133	195.74	48.766	35.032
CTBP1	162.81	120.18	360.68	57.337	134.37	144.94
IMPDH1	53.573	207.55	83.423	519.25	55.56	59.49
NEDD4	173.81	129.4	264.47	130.45	125.16	155.31
MAP7D1	45.16	168.04	187.24	322.41	126.59	128.94
SRSF6	235.47	180.32	196.44	24.738	155.26	185.82
CMTM2	0.23378	10.3	0.93121	961.93	0.18996	0.24283
DENND4B	183.81	151.48	284.74	108.87	110.43	133.11
IGHD	969.52	0.13548	0.21213	0.10621	0.17971	0.55809
SRRT	149.22	84.029	216.92	94.849	183.14	242.34
UQCRH	208.38	225.69	164.79	23.484	171.55	176.55
CASP8	77.562	75.459	262.83	269.53	124.31	160.38
CD55	111.88	223.79	63.658	436.72	62.332	70.218
UXT	186.01	114.04	127.94	44.987	257.14	236.9
USF1	193.23	181.88	137.44	266.77	81.411	105.71
SPOCK2	67.103	0.23968	172.24	9.5571	339.49	375.37
PSMB10	108.32	206.94	212.05	246.72	101.45	87.976
LILRB3	2.0129	212.04	3.1094	743.23	1.6276	1.3487
MAN2B1	169.35	429.16	75.495	100.01	96.726	91.674
ANP32B	157.66	175.04	132.5	25.694	262.75	208.16
PRKCSH	169.84	169.83	178.9	138.86	147.87	154.42
APRT	154.6	176.67	183.84	1.7962	232.23	210.42
MORF4L1	114.21	189.13	185.35	153.18	146.94	170.31
PRRC2A	160.81	117.56	201.57	204.45	133.63	140.75
UBE2B	60.695	78.325	75.973	598.55	72.243	71.864
CSF2RB	15.149	88.293	9.8457	840.22	1.2785	0.29969
STAT5B	67.96	74.628	104.51	441.89	152.37	113.19
2-Sep	150.27	182.84	271.28	76.977	139.09	134.09
RSRC2	172.12	129.51	247.19	70.661	144.69	190.11
FGL2	5.8955	431.42	26.467	482.86	2.7879	3.8295
C9orf142	90.225	84.133	389.62	20.138	127.46	241.28
CSNK2B	145.46	185.18	191.82	137.77	149.06	143.55
SUMO2	140.16	204.54	186.04	99.387	167.58	151.87
UBALD2	101.06	110.21	117.14	342.22	159.47	118.98
PGD	29.469	384.58	43.859	446	21.542	22.819
VMP1	9.1852	116.66	19.282	771.76	17.293	11.404
ARHGAP27	96.814	155.29	138.45	456.81	47.874	50.085
TRMT112	182.49	148.9	173.41	118.12	153.79	167.88
SNRPD2	170.67	113.74	157.81	4.9172	254.63	242.78
MAT2A	192.61	146.26	262.78	40.893	157.31	141.23
ATP6V1G1	156.76	157.39	153.27	148.83	168.08	155.39
CDK5RAP3	200.6	158.15	158.73	126.22	138.28	156.83
NUCB1	78.349	197.85	203.93	189.35	129.34	139.52
PABPN1	182.49	158.45	230.95	74.146	140.95	150.43
RNPEPL1	100.04	148.58	255.06	122.94	144.13	165.85
COX6C	137.99	138.77	210.7	3.898	225.83	218.31
NDUFA3	139.51	169.52	195.88	61.414	176.39	191.17
VCAN	0.7983	930.6	1.0346	0.31868	0.17456	0.40298
CARD8	90.745	92.863	171.21	335.93	121.63	120.88
TNIP1	121.71	138.5	108.91	379.08	92.042	90.804
MTCH1	137.92	154.2	175.69	157.15	147.06	155.4
IL4R	449.31	57.759	44.877	248.09	84.019	43.183
IDI1	157.68	61.731	285.26	148.58	97.886	175.97
AP2M1	118.04	224.13	194.57	127.36	129.61	131.77
CDC37	133.65	173.49	200.91	90.401	158.59	168.41
GRK6	144.52	126.9	173.66	205.49	136.47	138.14
IKZF1	141.01	87.61	235.61	92.589	193.83	174.51
ARHGAP25	100.01	31.754	135.1	511.81	61.686	84.712
RNF166	31.142	147.07	284.17	213.91	100.21	148.4
MOB3A	97.78	142.89	136.15	439.42	37.701	70.262
AGTRAP	19.38	316.16	160.52	353	30.527	43.038
SIK1	288.63	58.544	242.88	3.4307	98.806	230.14
AHNAK	144.61	266.39	270.5	0.7541	98.283	141.43
ANXA2	83.608	588.17	127	0.69047	70.787	50.373
IL1B	0.64852	794.59	0.5534	121.78	0.30809	0.50639
LILRA2	1.2405	267.31	2.2248	646.64	0.17455	0.29965
RAB24	78.295	218.53	95.223	449.77	28.2	46.752
RALY	109.91	149.09	212.95	195.39	124.69	124.74
FNBP1	121.78	125.73	209.67	164.62	153.82	139.38
GLIPR2	16.365	264.94	167.92	375.21	39.931	49.052
CKLF	27.158	142.42	90.567	549.66	50.694	52.067
FBL	182.95	89.446	160.19	0.56288	230.2	249.16
BCLAF1	141.97	122.97	225.86	102.45	125.69	193.39
AKT2	165.66	100.44	264.13	94.033	128.49	159.17
CDC42SE2	103.99	55.482	184.7	135.89	217.55	213.35
CDKN2D	68.723	113.9	131.71	464.1	62.801	66.026
PARK7	133.07	207.25	203.23	86.659	137.93	138.19
NFKBIZ	56.442	337.8	67.906	159.12	172.24	112.75
HP1BP3	153.26	116.48	231.1	96.048	168.55	140.44
FBXL5	26.485	182.3	60.01	571.89	31.867	32.127
GTF3A	186.77	97.2	197.57	22.197	198.91	202
TSC22D4	65.821	110.29	160.25	387.86	89.74	89.124
S100P	0.16266	21.88	2.2498	874.52	1.1193	0.78545
GNG10	15.08	77.321	21.716	745.88	22.646	17.966
AL353662.2	145.29	109.12	213.11	155.71	124.68	151.33
PABPC4	164.31	190.55	169.66	12.406	181.96	178.73
PIM2	251.91	12.235	92.045	208.23	204.84	126.99
SERP1	115.52	223.08	149.83	113.74	139.35	154.22
7-Sep	133.62	86.319	280.5	134.49	120.39	136.51
CYFIP2	141.54	23.848	269.21	108.41	164.97	181.78
LASP1	56.826	138.68	215.95	366.29	50.016	61.628
EHD1	88.783	90.084	203.09	261.24	111.12	133.29
IL7R	1.1591	0.85454	26.899	1.9867	504.57	350.46
PHC2	21.581	93.891	45.351	659.94	29.041	35.557
DRAP1	112.88	133.83	214.43	152.35	122.46	149.41
RASSF1	102.5	76.186	457.44	46.592	52.116	149.56
RGS14	78.885	100.93	112.38	386.82	105.43	98.456
GBP5	16.077	31.492	238.85	282.41	132.81	178.59
ATP5A1	135.93	213.33	186.54	21.529	167.71	154.02
ANPEP	0.95448	245.44	2.6125	629.36	0.097543	0.19635
NAGK	128.07	300.5	71.117	276.86	54.837	47.239
6-Sep	181.38	54.319	205.24	31.326	217.02	186.63
APMAP	18.812	54.931	388.58	284.68	32.681	95.872
RGS1	96.79	13.578	256.34	1.6155	215.35	291.08
TPP1	126.11	343.11	169.06	73.032	76.426	86.643
MYD88	51.637	265	80.711	385.57	38.139	52.352
SNRPB	151.36	154.22	204.16	61.841	137.55	163.37
GANAB	123.04	121.74	258.68	50.633	147.85	168.43
SERPINB1	44.922	248.61	94.85	393.95	46.617	41.415
NEDD8	109.6	177.1	166.1	158.66	127.17	129.88
NADSYN1	147.5	120.85	199.55	139.81	131.28	127.34
CYTIP	106.18	152.43	128.54	202.68	149.33	126.9
C11orf21	47.442	118.79	397.79	63.232	71.721	166.52
BAX	131.53	172.32	202.77	97.599	117.42	143.29
CTSH	237.62	569.64	6.2837	9.6453	26.239	14.876
AHSA2	193	73.867	249.03	50.196	148.96	148.94
SLC25A3	128.17	215.05	168.77	69.544	136.52	145.7
FBRS	124.06	117.36	114.06	307.46	90.007	108.9
HSH2D	150.38	42.178	278.43	335.12	22.043	32.39
ARL6IP4	147.35	161.31	169.77	36.9	176.16	168.62
PGAM1	59.575	300.18	145.52	172.31	85.712	96.741
PLBD1	1.0572	491.39	0.39828	366.29	0.14377	0.36686
CCDC69	108.85	178.86	239.79	103.17	95.084	131.97
MGAT1	80.593	285.55	146.78	185.22	82.442	76.148
ENSA	140.95	146.69	201.81	98.703	119.8	147.63
