Symbol	B_cells	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	NK_cells	Neutrophils	T_cells_(CD4+)	T_cells_(CD8+)
IL8	31.75	3419.0625	2578.166667	304	12694.8	48.86363636	122.6538462
RPL10	2883	2311.25	2825.166667	3481.916667	327	3501.954545	3863.038462
ARPC5	1212.5	3643.1875	4522.333333	596.6666667	5527.4	2517.409091	1123.576923
SMAP2	2067	2405.3125	2847	796.75	7339.8	2252.454545	1330.961538
S100A12	237.75	9831.9375	680.5	195.4166667	7258.4	470.6818182	353.1923077
OGT	2078.25	1275.4375	1461.666667	4115.25	1916	5028.772727	3089.692308
ROD1	1562	2382.125	2628.5	2200.333333	5542.6	2633.636364	1984.346154
WAS	1539.5	3446.25	4574.5	1594.083333	3246.2	3066.181818	1389.461538
MMADHC	2873.75	2145.5	1789.5	3161.333333	3020.4	2321.090909	3538.807692
PCBP1	1060.25	2995.5625	3258.166667	2115.916667	4883.8	2896.318182	1636.269231
CD164	2375.75	2667	2326	5142.916667	1671	2831.090909	1774.461538
PPT1	1355.5	5252.125	4416.666667	761.0833333	4274.2	1450.227273	1241.730769
NCF2	171.5	4519.5625	3547	77.91666667	10170	121.0454545	75.84615385
FCN1	239.75	8696.625	7322	221.1666667	1832.4	231.7727273	92.11538462
YWHAB	2475.75	3536.5625	3574	2359.5	1752.2	2975	1911.769231
ADD3	2475.5	1725.3125	1648.333333	2956.083333	2425.4	5371.636364	1974.538462
H2AFY	790.25	4670.6875	4620.833333	2337.083333	3062.6	1870.363636	1216.730769
NPC2	2542.25	5535.0625	5767.333333	1068.083333	1814.2	906.9545455	914.9230769
CCNL1	964	2056.0625	2643.5	5572.5	3140	1910.545455	2229.730769
HCK	182	3939.75	7105.833333	41.91666667	7040.6	93.68181818	63.03846154
FGR	804.25	4877	5597.666667	712.25	5930	162.5454545	331
ATP5B	2492.25	3630.375	3801.333333	2370.416667	1107.6	2541.545455	2452.846154
ISCU	2479.75	1528.875	1950	3777.916667	2381.2	3330.772727	2887.961538
HNRNPD	1742.75	2752.6875	2956.833333	3601.75	1674.2	3021.954545	2551.269231
CD37	6381	3076.125	3256.833333	276.5	1883.8	1925.954545	1476.269231
CSTA	469.75	9278.1875	4624.833333	329.25	3148.6	293.9090909	130.8461538
C11orf10	3493.75	3100.6875	2299.166667	1673.833333	1332.4	2730.181818	3538.653846
SSR4	2974	2570.5625	1848.833333	3882.416667	325.8	2838.181818	3623
NACAP1	2716	2536.8125	2493.333333	3202.083333	1865.8	2474.227273	2762.269231
TRIM22	2854.25	2357.1875	3243.833333	1956.833333	3134.6	2931.863636	1552.076923
ASAH1	1217.75	4175.6875	5002.166667	1266.333333	4778	950.5	562.8461538
MAT2B	2714.25	2237	2911.833333	1145.333333	3031.4	3636.090909	2270.346154
MYADM	123.75	3538.375	2928.5	1986.833333	7582.4	1054.636364	723.4615385
NDUFS5	2024.25	2513.25	1864.833333	2970.333333	316.2	2375.5	5849.5
TNFAIP3	273.75	1345.5625	758	6616.25	2097.6	2833.363636	3970.346154
PRR13	2811.5	2633.4375	2585.166667	1483.916667	4495.4	1872	1906.884615
PHB2	2348.25	2783.5625	3292.5	2342.25	792.8	3898.136364	2310.961538
ATP5J2	3538	3806.1875	2773.333333	950.4166667	1439.2	1902.636364	3311.115385
STK24	1612.25	2734	3593	1750.25	2897.2	3314.363636	1732
FGL2	336	5679.6875	5749.833333	172.5833333	5109	359.7727273	189.0384615
C1orf162	3466.5	5593.125	4189.833333	878.25	916.2	1635.454545	907.1153846
C14orf166	3055.5	2705.625	1997.833333	3509.666667	425.4	2526.227273	3337.384615
HSPA5	656	2194.625	1987.833333	6208.833333	2693.8	1602.136364	2177.307692
HNRNPU	1681.75	2223.75	2491.833333	3785.583333	2572.4	2837.772727	1921.269231
ERH	2445.75	2658.875	2647.333333	3143.666667	911.4	2598.727273	3066.5
PTPN6	3885.75	2203.3125	4600.833333	373.3333333	4583.6	1190.454545	634.9230769
MAP3K1	3021.25	2902.75	4247.5	1121.5	2850.8	2402.227273	905.9615385
TRMT112	4737.25	2100.0625	1320.333333	1455.416667	1548	2456.5	3707.730769
CAPZB	959.75	2761.125	4557	1440.75	2810.6	3662.363636	1088.653846
HSPA1A	110.75	3415.125	5253.666667	466.5833333	6022.8	1511.636364	494.4230769
CSTB	2022.25	4182.9375	4651.166667	656.1666667	1639.8	2397.136364	1589.115385
PDE4C	4520.25	2156.375	1382.333333	1687.333333	2430.4	2043	2900.730769
TNFRSF1B	370	3471.6875	6309.166667	1505.75	4273.6	687	486.3461538
HIGD2A	2554.75	3183.4375	3363.333333	1908.166667	441.4	2300.863636	3328.461538
CD14	204.75	10002	1730.333333	68.33333333	4723.4	175.3636364	81.34615385
MAPK1IP1L	2451.75	2092.75	2031.833333	3313.25	2095.8	1807.590909	3178.615385
PECAM1	750.75	3553.5625	5160.666667	360.1666667	6104.2	441.3636364	548.8076923
BTG2	1353.75	1833	1557.166667	1351.5	8618.6	1228.5	971.6923077
TBCA	3447	2819.3125	2677	1756.666667	741.8	2671.181818	2793.615385
PAIP2	1989	1927.75	1848.666667	2776.083333	3653.4	1661.590909	3037.230769
ITGAL	566	1902.875	4504.666667	3635.5	2157.2	2580	1537.846154
JUNB	108.75	2635.1875	5281.5	677.6666667	5909.6	1775.272727	440.3846154
RPS27L	3557	2651.1875	2490	1638.75	474.2	2416.636364	3424.115385
EIF4B	2492.5	1974.1875	2098.833333	2551.083333	729.2	3890.727273	2869.884615
FCER1G	571.75	5820.5625	6157.666667	855.6666667	2674.6	252.4545455	148.5384615
CAPN2	932.25	3644.125	3344.333333	3314.333333	267.8	3189.181818	1749.846154
RAC1	438.25	3320.4375	3607	3367.25	3572.2	1243.454545	857.6923077
TKT	558	5251.4375	4522	480.6666667	4618.8	630.7272727	292.7307692
PGAM1	1392.25	3613.0625	3300.666667	1517.666667	2840.2	2229.454545	1455.230769
CIRBP	720.75	1146.5625	2466.333333	5603.416667	1469.8	2388.227273	2498.846154
PIK3CD	1125.75	1685.375	1635	1463.25	6207.6	2611.363636	1534.384615
TRAM1	1271	2420.75	2760.5	3758.583333	714.6	2995.454545	2326.961538
PSMB3	2629	3066.25	2259.833333	1461.083333	3366.2	1314.272727	2150.615385
AP1S2	760.25	6724	5423.666667	622.1666667	1267	980.5	348.6538462
SSR2	2157	2128.3125	1739.333333	2596.916667	1487.6	2788.954545	3184.038462
ZFAND5	368.75	3010.5	6352.666667	2376.833333	2173.8	797.4090909	883.2307692
HLA-J	1011.75	2522.75	3010.666667	2421.083333	3103	2286.409091	1579.5
SELK	1592	1382.0625	1495.833333	2859.833333	3351.8	1026.909091	4133.769231
PSMA1	2368.25	3118.375	2006.5	2788.5	778.6	1978.863636	2758.153846
MAP1LC3B	1316	1934.9375	1716.5	3769.333333	3330.6	1202.818182	2522.769231
ERP29	3674.25	3162.75	2306	1496.083333	562.8	2920.863636	1637.038462
TMEM123	982	2147.6875	2262.666667	1933.5	1963.6	4030.045455	2406.884615
DYNLT1	1158.25	3138.1875	1863.833333	2674.25	3620.6	1359.954545	1846
CRLF3	1459.75	2109.3125	2384	1733.083333	3574.2	2837.227273	1453.230769
EMP3	824.5	3567.5625	5462	405.1666667	1191.2	2779.818182	1307.576923
PSMB4	1529.5	2410.75	2521	3127.083333	1749.4	2305.681818	1844.384615
KPNB1	1339	1516.9375	1548.166667	2347.25	4887.6	2523.181818	1323.269231
UXT	2089.75	1930.3125	1897	2406.75	542.8	2913.5	3626.807692
GPX1	2043	7097.875	2977.833333	724	898	1146.181818	508.3076923
TAPBP	1795.5	1832.125	1801	1971.5	4167.2	2467.954545	1356.730769
UQCRFS1	1076	2572	2918	4338.666667	610.6	2323.818182	1530.384615
EIF1B	2260.25	1880.1875	1473.833333	3413.5	1776.8	1563.272727	3001.615385
C6orf48	2828	1789.125	1428.833333	2695.166667	240.8	3301.863636	3050
CASP1	903.25	3926.3125	4327	641	3756.4	978.8181818	798.8461538
SNRPG	3220	2209.75	2123.666667	1451.916667	849.2	1800.772727	3627.5
FPR1	175	4126	1780.666667	102.5833333	8851.4	101.6818182	100.3461538
PNRC2	2378.5	1909.0625	1897.5	2892.5	1271.4	2590.772727	2273.230769
ENO1	1898.25	3757	3208.833333	960.75	1017.4	2775.454545	1593.576923
MTCH1	597.25	1826.125	2423.833333	3127.083333	2479.4	2689.727273	2015.769231
PSMG2	2467.25	2587.125	1850	3184.833333	460.2	1731.863636	2869.230769
IL10RA	379.25	3126.1875	4456	2067.416667	847	2770.318182	1501.884615
MAPK1	940	1669.5	2074.666667	2584.333333	4677.8	1775.954545	1416.230769
LBR	1512	1790.6875	1087.166667	1467.166667	5817.2	2132.545455	1265.807692
CST3	87.5	5864.5	7889.166667	400.25	588.2	151.2272727	57.65384615
PPP1CC	1632	2091.375	2334	3328	1497.8	2548.409091	1606.038462
NDUFA12	2749.75	2500.75	2248	2138.5	478.2	2359.636364	2542.269231
PSMB9	1749.5	2080.8125	2940.666667	1137.916667	3693.4	1901.272727	1488.307692
CAPNS1	850	3623.875	5310.333333	987.8333333	1137.6	2228.636364	842.8846154
COX6B1	2775.25	2702.8125	2085.333333	1441.166667	1225.6	1695.727273	3050.038462
CD46	671	1793.875	1801.5	1584.333333	6162.2	1874.090909	1073.307692
PDCD10	3195	1703.0625	1774.666667	1906.5	2246	2091.045455	2039
ATP6V1F	2921.75	3452.625	2139.666667	1113.75	1007.4	1420.909091	2885.692308
PTEN	1203.75	2504.5	1827.5	787.5833333	6169.6	1526.136364	886.0769231
XRCC6	2344.25	2138.0625	2426.666667	2200.25	1085	2695.727273	2006.923077
UQCR11	2034	2658.75	1999.333333	2186.25	1349	2072.681818	2542.769231
FAM129A	55.75	1009.4375	473.1666667	906.1666667	10349.8	928.5909091	1103.192308
PLP2	2847.5	3564.125	1137.166667	535.1666667	1712.2	2478.954545	2531.807692
GSTK1	2032.5	2941.5	2694.166667	1217.5	817.4	3060.136364	1972.807692
ATF4	1135.5	2333.4375	2749	3868.416667	1207.8	1861.545455	1571
AQP9	97.5	1549.4375	684.5	52.16666667	12225.4	46.18181818	70.15384615
CRIP1	3151.5	2597.8125	2583.666667	1855.166667	241.4	2935.590909	1345.923077
CCL5	70	51	117.3333333	8523.25	275.4	713.3181818	4928.307692
PDCD4	1292.5	795.0625	1061.166667	2780.583333	2488.4	3020.909091	3239.769231
CECR1	1329.75	5723.0625	4720	478.5833333	276.6	1513.409091	587.7307692
RPN2	2366.75	2444.375	1542.166667	3248.5	625.2	2022.409091	2358.730769
UBE2L3	2622.25	1878.9375	1276.166667	2667.083333	1262.4	1646.727273	3229.615385
TMEM59	1374.25	2340.8125	2026.333333	2517.166667	3037.6	1674.5	1610.192308
CDK13	3614	1810.125	1396.5	1448.5	2013.4	1876.818182	2420.807692
ATP5C1	2483	3104.5	2598.333333	1251.166667	663.8	1825.590909	2643.230769
CXCR2	23.5	377.25	293.1666667	129.0833333	13673.6	17.31818182	32.96153846
YWHAQ	1682	1624.625	2050.333333	3660.083333	699	2520.954545	2285.192308
CD63	621.5	2855.75	2128.833333	3486.333333	3479.2	928.8636364	975.2692308
FBXL5	511	3252.6875	2627.5	1494.583333	4462.4	1233.318182	822.7692308
GIMAP4	246.25	3282.8125	2268.166667	349.8333333	2964.2	3375	1917.153846
TRAC	990.5	136.875	101	117.75	405	7316.227273	5333.384615
ANKRD13A	1379.75	1418.5625	1931.166667	2056.75	5106.6	1650.727273	835.5384615
TNFSF10	452.25	3339	3795.5	352.25	4387	1612.5	436.9615385
GLIPR1	1770.75	3555.5625	2285.666667	754.1666667	3616.8	1221.818182	1160.961538
HERPUD1	1987	2564.75	2287.5	2601	2768.4	1069.227273	1037.730769
ANXA11	742.25	1865.125	1753.166667	1772.25	4967.8	2109.5	1080.576923
HMGN3	2010.75	2234.4375	1617.666667	4387.833333	85.2	2079.727273	1850.576923
CYTIP	1293.25	1108.1875	2777	1258.583333	3721.8	1724.409091	2351.461538
RNF149	124.75	1760.6875	2848	316.6666667	7584.6	1051.272727	532.6153846
PTGER4	72.75	1549.3125	3579.666667	3189.25	2745.2	1605.181818	1455.846154
TRMT5	1363.25	2148.6875	2914.5	2257.916667	1925.8	2221.681818	1349.769231
BAT1	1799.25	2346.9375	2647.833333	618.8333333	1386	3728.863636	1634.038462
MT2A	715	1900.4375	2155	4471.75	685.8	1411.818182	2812.230769
CD97	99.25	1349.75	2951.5	2342.5	5289	1244.272727	864.9230769
HCST	534.25	2767.0625	1473.5	4021.75	383.2	1991.5	2907.769231
IL2RG	3014.75	740.625	930.1666667	367.3333333	3021.4	3939.409091	2046.769231
FOXP1	2035.5	862.9375	1335	2133.666667	931	3713.5	3043.384615
C11orf92	2746	2025.4375	2020.333333	1172.833333	2551.6	1300.090909	2232.346154
BCL2A1	429.25	1568.0625	3712.333333	278.8333333	7341.6	323.0909091	384.5769231
BASP1	685.75	1516.375	975	81.66666667	10566.6	79.31818182	92.57692308
CCR7	3920.25	51.4375	33.33333333	63.5	275	5774.272727	3866.846154
FAM65B	1674.5	1100.5	1785.333333	505.5	6832.4	1380.136364	703.9615385
NDUFB9	2353.75	2410.8125	1309.666667	2258.166667	462.2	2394.272727	2789.538462
TSPO	487.5	5455.5625	3590.333333	1212.5	1485.2	1301.409091	421.7692308
CLTC	1490	2747.0625	2278	1376.833333	2735.4	1599.318182	1681.423077
GNG2	543.25	1102.4375	2687.5	3471	1765.8	2186.818182	2139.461538
GLRX	1520.75	3389.125	2205.833333	1265.833333	2259.4	1826.863636	1417.884615
RAN	3072.75	1774.6875	1645.666667	1851.25	297	2473.545455	2762.576923
LASP1	795.5	1813.6875	2267.5	1922.916667	4509.8	1615.954545	903.3846154
HMGN1	1498.25	1121.5625	1148	3974.166667	835	3453.772727	1785.038462
ZNF207	1419.75	1905	2031	3705.5	941.2	1572	2166.576923
CAPZA2	1405	2564.625	2848.5	1548.25	3479.2	844.7727273	1030.576923
LOC100132999	2322	918.8125	759.1666667	3323.583333	620.2	2521.090909	3252.846154
STK38	988.5	2024.9375	2286	1694.916667	2386.2	2793.863636	1523.769231
KLRB1	224	55.125	182.5	6028.5	171.8	2860.818182	4173.653846
IFI16	1883.75	1817.5625	1677.166667	1377.75	3889.4	1843.818182	1202.038462
LGALS3	256.5	5691.8125	5027.833333	895.5833333	438.8	759.0909091	591.6153846
PMAIP1	521.75	868.3125	1495.5	5188.583333	2353.8	234.4545455	2982.576923
TIMP1	377.75	3503.625	5010.833333	714.25	1972.8	1222.090909	843.3461538
PPIB	2786	2032.75	1185.166667	2650.833333	662.4	1522.772727	2741.615385
CCND3	791	1692.875	2107.166667	1948	2312	3455.636364	1238.692308
ZC3H15	2093.5	1503.0625	1075.833333	3867	595.4	1321.318182	3071.692308
NDUFA13	1893.5	2540.1875	2476.333333	1580	750.8	1513.909091	2764.692308
TM9SF2	1657.25	2675.0625	2449.833333	1028.333333	3503.2	1161.136364	1039.423077
MYO1F	117.5	2202.3125	2838.5	1244.916667	5931.4	738.7272727	437.1923077
MPEG1	1184.75	5819.75	4331.166667	59.33333333	1835.8	198.2727273	72.65384615
CBX4	135	894	1464	6706.083333	1742.4	1823.590909	728.6923077
TMED2	770.75	1810.3125	1842.666667	4016.083333	1497.6	1908.227273	1645.076923
DUSP6	103.75	4453.0625	4746.666667	484	3413.2	167.8181818	112.2307692
BCLAF1	1238.5	1289.875	1392.166667	3506.666667	1796.6	2338.181818	1896.423077
HSD17B11	1119.25	2872	1717.833333	1137.166667	4428.4	1125.363636	1027
RASSF2	682	2764.875	2404.666667	202.3333333	6284.4	678.3636364	401.4615385
MIF	2923.25	1458.1875	1187.166667	3449.666667	262.6	2900.318182	1212.615385
FXYD5	1434.5	2220.625	2243.833333	1021.416667	396.8	3206.909091	2859.230769
VAMP3	748.25	3089.5625	2635.333333	2132.416667	3012.4	811.0454545	952.5
NOTCH2NL	1134.75	1528.0625	2412.666667	1017.333333	3519.2	2169	1592.961538
CSDE1	1795	1770.8125	1521.833333	2365.333333	1731	1924.272727	2258.961538
WIPF1	753.75	1543.4375	2127.666667	1058.083333	3804	2835.045455	1232
CYFIP2	1289.75	354.8125	1974	3560.666667	1560.2	3069.590909	1531.615385
SELT	2239	2179.125	1672.5	2163.666667	1835	916.9090909	2331
STAG2	1216.75	1523.4375	1741.333333	2022	3202.8	1943.545455	1653.769231
GPX4	1921	3235.25	2572	1335.666667	878.8	2105.090909	1248
UQCRQ	2270.25	2563.3125	1798.833333	1737.416667	747.2	1342.045455	2806.115385
YY1	714.5	1711.125	1875.333333	3581.666667	1785	2385	1120.192308
RSRC2	1208	1017.625	1171.333333	4189.416667	1350.6	1702.272727	2511.269231
AMICA1	143	3331.5625	1698	123.5833333	6834.6	601.7727273	361.7692308
GNB1	739	2097.625	3060.833333	1366.416667	2677.8	1934.090909	1217.423077
RHOG	501	2689.25	3248.666667	910	3758.2	1088.727273	891.6923077
HECA	719	938.875	1365.666667	2174.25	2945	2921.5	2021
ATP6V1B2	366.5	2862.625	2297.666667	387.3333333	6298.8	461	407.0769231
C19orf22	1006.5	1155.9375	1223.166667	534	5829.8	1945.818182	1356.423077
PRR11	3115.25	1561	1325.833333	1402.416667	2127.4	1395.181818	2081.076923
VNN2	414.25	1889.9375	567.8333333	157.9166667	9557.2	195.9545455	194.9230769
APLP2	865.5	4262.875	3084.166667	880.1666667	2861.6	560.5454545	458.1153846
PSMB8	2177	2217	1759.666667	1335.166667	1980.8	1684.818182	1809.692308
ATP5J	2649.5	2225.625	1625.833333	1308.5	1023	1731.909091	2337.5
CDC42	102.5	2110.5625	3617.333333	998.0833333	3019.6	2278.818182	769.4230769
IL7R	152.25	69.9375	40	360.25	329.6	8404.863636	3533.461538
ELF1	1589.75	1239.25	1279.666667	3327.25	2405.6	1357.227273	1677.923077
TNFAIP8	3635.25	1585.4375	1151.5	338.8333333	847.6	3294.863636	2019.807692
TMEM50A	856.5	2030.875	1748.833333	1597	2927.4	1623.863636	2075.5
PIP4K2A	1057.5	1097.375	1210.166667	3329	1519.8	2855.909091	1789.076923
PSMA7	1948.75	2363.3125	1570.666667	1757.583333	1143.2	1490.727273	2566.423077
GPR109B	24.5	1333.1875	1464.5	37.25	9885.2	32.59090909	34.65384615
SNHG8	2501.25	957.3125	802.1666667	2015	122.8	1733.454545	4665.807692
RAP1A	424.5	2075.75	2505.666667	1490.666667	2758.6	2130.181818	1403.846154
MORF4L2	1405	1649.5625	1297.333333	2071.083333	2178	1900.636364	2277.807692
WSB1	786.5	2038.1875	3556.333333	1706.25	2128.4	1651	900.8461538
PRKCH	116	127.9375	142	5463.833333	363.4	3189.909091	3358.115385
CD300A	135.75	1795.4375	3188.166667	2257.25	4471.4	410.1818182	502
C10orf54	232.5	2989.1875	3527.833333	453.75	4444.8	804.7272727	306.1153846
SEPW1	1961.5	1737.75	1498.166667	1618.333333	272.2	3038.545455	2624.307692
COPB1	1551	1654.8125	1418	2324.916667	1301	1945.818182	2534.346154
GPSM3	678	1701.375	2137	765	4255.6	2396.090909	773.6153846
STRAP	1283	1288.25	1124.166667	3766.833333	1201.6	1495	2546.576923
UBE2N	2761.75	1642.5625	1652.166667	2173.333333	617.8	1795.272727	2055.230769
NEDD8	2598.5	2073.5625	1583	1368.25	1758.4	1512.545455	1782.769231
ATP6V0D1	1092.25	3270	2895	483.25	3505.6	816.7272727	596.6923077
CYBB	1512	5392.125	4767.833333	139.8333333	665.6	84.77272727	75.03846154
NCL	1212	1527.0625	1889.333333	3309.083333	413.4	2501.863636	1768.730769
ANXA5	1260.5	4078.8125	4239.166667	266.8333333	970.6	972.9545455	828.3846154
SLA	924.5	1827.625	1657.5	556.1666667	4887	1422.045455	1334.923077
ZNF721	2856.5	1501	1050.5	2110.916667	1638.4	1385.590909	2066.076923
SLC38A2	1479	1604.5625	988.8333333	2152.416667	2438	1902.227273	2033.807692
SGK1	116.25	3180.25	1218.5	273	7335.4	158.2272727	315.2692308
BCL6	149	1611.375	2280	1875.416667	5950.2	174.2272727	531.6923077
CCNDBP1	1669	1676.375	1649	1613.166667	3403	1319.863636	1234.153846
NKG7	363	141.0625	437.3333333	7069.083333	131.6	166.4090909	4250.153846
GCH1	245.5	1909.3125	4980.333333	3268.083333	328	1142.772727	681.8461538
BNIP3L	1316.5	2423.8125	1209.166667	2394	3235.2	633	1305.192308
CEBPD	35.5	3740.75	2966.5	1581	3928.4	136.0909091	128.2692308
CSF2RB	140.5	1728.1875	1606	63	8650.4	215.3636364	78.15384615
EIF3D	1991	1641.25	1612.833333	1775.916667	828.6	2441.681818	2163.5
WAC	702.75	1181.75	1605.5	3505.833333	2014	1925.909091	1515.5
SERINC1	585.25	1383.5	1889.333333	2089	3225.4	1617.772727	1656.653846
KIAA1949	784.75	1685.125	1886.666667	1310.416667	3890.2	2037.409091	840.4615385
GNAI2	439.25	2873.1875	4036.5	527.4166667	2881.4	1047.545455	604.3076923
SET	924.25	1609.9375	1869.666667	3423.083333	750.8	2567.090909	1261.730769
PRDX6	1383.75	1909.875	1266.666667	2183	838.2	1415.954545	3407.730769
ZC3HAV1	1318.25	791.5	955.6666667	1913.833333	2209.2	2929.227273	2263
EIF4H	478.25	1777.875	2109.333333	3421.833333	1158.6	2070.409091	1363.961538
USP3	587.5	2129.1875	1744	2401.416667	2277.6	1153.818182	2067.653846
C3orf10	2392	2318.3125	2126.833333	1271.416667	1116.4	1745.045455	1389.153846
SEPX1	176.25	2854.1875	1321.166667	119.8333333	7436.4	270.0909091	180.9230769
BLOC1S2	2193.25	1812.75	1541	2597.25	1825.4	996.9545455	1388.884615
RAB8B	623	1284.125	1335.333333	4569.75	2262.2	1118.727273	1151.769231
TAF10	380.5	2078.6875	3302.666667	2253.416667	1455.2	1922.045455	866.9230769
BIRC2	744.75	1337.5625	1288.666667	2970.333333	1768	1960	2187.461538
TUBA4A	1604.25	1014	834.1666667	1846.25	2910.6	2017.863636	2016.461538
WTAP	620.5	1320.1875	1144.166667	2457.583333	3286.4	1760.909091	1648.807692
YTHDC1	1156.25	943.5	862.6666667	2679.583333	2550	1963.772727	2074.961538
IL2RB	230	125	367	7909.833333	245.2	1273.909091	2064.115385
SLC35E1	3077.5	1497.1875	1082.5	1124.083333	1839	1378.181818	2215.923077
C11orf31	1779.25	2401.5625	2267.666667	1821.916667	202	2268.454545	1444.846154
C9orf64	2880	1511.1875	1180.166667	1232.083333	1802.4	1410.863636	2158.5
HMHA1	665.5	1355.75	1415.333333	1926.416667	2162.4	3113.454545	1518.923077
RAB8A	1220.5	2341.1875	3049.5	1049.166667	2449.4	1314.636364	722.5769231
CWC15	1883.5	1290.8125	1090.833333	2869.083333	925	1065.590909	2981.153846
PDIA3	706.75	1842.3125	2381.833333	4269.25	569.8	1484.772727	840.3461538
RBX1	2675.5	2189.6875	2006	599.5	546	1212.863636	2864.884615
RUNX3	439.25	359.4375	1240.166667	5880.916667	270.8	1248.045455	2638
LOC388789	2229.75	1917.9375	1025.833333	1330.083333	914.4	1332.318182	3323.307692
NDUFAB1	1961.75	2470.5625	1882	2561.666667	290.4	1608.818182	1298.423077
VPS35	2143	2361.625	2924.166667	281	2100.2	1291.454545	964.1923077
LOC339047	1768.5	1222.8125	1226.833333	2103.25	954	2576.818182	2207.884615
ARGLU1	923.5	1063.8125	1653.666667	2942.75	1086.8	2796.454545	1588.961538
MDH1	3143	1922.1875	1280.666667	922.75	236.4	1651.409091	2892.307692
ATP5G3	1979.75	2581.75	1990.166667	1426.666667	175	1370.5	2464.384615
RSL24D1	1199.75	1203	1408.333333	3971.916667	451.4	1664.590909	2066.038462
POLR2G	2363	1978.25	1572.333333	1689.416667	637.6	1376.363636	2327.384615
MTSS1	2296.75	1188.875	5661.833333	923.0833333	137.4	1060.045455	654.2692308
ATP6V0B	641	2774.875	2238	1138.75	4113	563.3636364	445.7692308
C11orf59	1121	3334.6875	2079.833333	1686.083333	1782.6	1135.909091	759.0384615
PRDX1	2849.5	2808.125	1972.333333	297.25	191	1640.545455	2134.692308
SNRK	479.75	721.25	1082.666667	2440.416667	3820.2	1646.772727	1697.576923
CS	2063.75	2061.6875	2106	1116.5	1166.6	1866.045455	1477.576923
MAP3K2	669.5	1140.9375	1058.333333	1378.5	4674.2	1178.318182	1746.538462
DEK	1033	1714.875	1681.166667	1908.083333	1525.8	2586.772727	1390.115385
ERBB2IP	717	1282.75	1523.666667	2309.333333	2627.2	2073.818182	1299.730769
C11orf58	2449	1573	1453.333333	1285.75	662.2	1840.545455	2560.461538
NARS	1492	2885.9375	1796.833333	1447.833333	656.6	1764.818182	1775.461538
RAC2	1875.5	1529	2440.666667	377.6666667	2254.6	2443.909091	881.5769231
HNRNPC	1023.75	1392.8125	1683.833333	1874.833333	2438.8	1800.5	1576.923077
UBL5	1860.25	1880.9375	1466.833333	1133.5	1510.2	1484.181818	2425.038462
NDUFA3	2745.5	2126.1875	1055	1143.666667	567.6	1473.863636	2648.230769
PHF11	1166.25	1431.5	1665.333333	1934.583333	1709.2	2203.181818	1639.461538
